coin,dt,avg_buy
WLD,20241203,187449.64096496004
LDO,20240826,238979.36090392416
SUI,20230908,655953.466146142
REZ,20240726,209897.8239026472
kPEPE,20240724,355458.88910519297
JTO,20240124,304405.13399548567
TRX,20240307,182136.64293331167
BNB,20230628,116381.87582203455
ONDO,20240415,53225.29977426864
GMT,20241022,220892.4930147888
STRK,20240421,140480.6257001315
MINA,20240930,150281.5667505589
LISTA,20241127,80938.56016740102
ZRO,20230927,88351.11624898181
XAI,20241101,197352.49266994838
kNEIRO,20241115,123617.49460860477
FTM,20230623,110461.50165532334
FIL,20241108,182413.9612537031
APT,20230926,657677.4787091585
BCH,20241124,228700.04706251697
MEME,20231210,418646.6081086539
TIA,20240404,400498.7925448308
LINK,20231008,628159.6100652652
kLUNC,20241020,201571.71901623023
PEOPLE,20241003,134666.7905445085
TON,20241126,112982.86726859206
OX,20231103,40488.90375186467
MEME,20240809,108833.69192663998
SUI,20240726,77899.89301575397
KAS,20241104,126543.87777021677
FRIEND,20240817,0.0
AR,20241008,109558.09386978345
APT,20240222,240797.4683211918
COMP,20241207,119544.77771904082
ENS,20240226,218250.7759757326
MKR,20240307,301876.475090274
UNIBOT,20231011,117078.243261716
kLUNC,20240127,328561.2122335886
APE,20230829,544912.4037357566
ARK,20240109,168731.89244212408
FRIEND,20241118,0.0
DOT,20240918,221843.01904599808
TIA,20240120,299116.35277764115
ADA,20240725,328765.86910188146
OX,20240731,0.0
OP,20231014,660179.2049118705
SUSHI,20241017,130412.20435563834
ETH,20240212,1767522.9618105437
BLUR,20240502,195608.72027982413
KAS,20231028,193320.7855167516
RLB,20240922,7609.503345892426
W,20240220,28945.616651358734
BNB,20231217,1194281.340703207
LTC,20231012,651139.9662140602
SHIA,20240226,7802.682349789859
NFTI,20240731,0.0
BNB,20230530,321708.411731351
BNB,20230604,304933.7555325337
BIGTIME,20231227,258015.98772055557
AVAX,20240401,277778.34228545096
STG,20240411,140904.79687069065
ETHFI,20241130,46469.5179829083
OMNI,20240815,119938.29546341131
CYBER,20240228,79197.0910906011
RUNE,20240808,74149.23848084697
ORBS,20240821,101223.34889255304
W,20240401,42005.92230562288
ARK,20241016,38227.77873842162
IO,20240829,234627.48083168035
PEOPLE,20241126,91047.47696401417
NTRN,20240202,434279.1738169807
UNI,20240921,217166.05510963826
AR,20241126,66256.2891519756
SHIA,20231109,18069.959864277367
COMP,20240216,97458.53468368892
COMP,20240320,178158.84164898764
NOT,20240815,130957.60312970789
ZRO,20241021,136865.77966107253
MATIC,20231021,651034.5639082338
UNIBOT,20240215,9184.072422823503
SUSHI,20231121,817764.8670348331
BANANA,20240317,14626.33966488248
ARK,20231013,179879.50620535677
WLD,20240722,213843.5536056428
XAI,20240802,266422.3013654891
STRAX,20240729,0.0
BANANA,20231204,24889.980670156765
BANANA,20240302,15200.30829153055
BTC,20241031,1731745.117470665
STG,20241016,158795.08229548493
kFLOKI,20240326,234610.829323549
ZRO,20230915,69752.61096528648
IO,20240812,254525.43422001132
PYTH,20240913,114044.05999575432
CFX,20240807,110686.58778272223
CYBER,20240821,98162.24374648953
kLUNC,20240818,177141.01588308095
RNDR,20231115,353955.2361408429
EIGEN,20240816,17002.924050916416
BNB,20231125,1556093.9304945664
ZRO,20230913,72026.97113800154
CHILLGUY,20241201,44253.79008371833
PENDLE,20231111,264121.048095556
RSR,20240729,142886.19975746557
XRP,20240207,807148.7268759855
kBONK,20240416,107231.62060942958
STX,20240316,193276.65712253042
PIXEL,20240905,149945.05247718818
kSHIB,20240820,301610.3058151285
SOL,20240814,1333897.23377735
OGN,20231021,195053.83547003294
kFLOKI,20241207,409949.4825343572
MATIC,20241117,0.0
MATIC,20231003,644311.1352010558
CANTO,20231227,74383.38744820462
SUSHI,20240402,233558.56039655377
BCH,20230905,827145.7466641323
MANTA,20240928,175173.03943342256
BOME,20240501,195292.15448979542
AI,20240504,376307.75219681556
MAVIA,20241015,99317.39966589348
ZEN,20240719,81484.43280745999
IMX,20240907,192508.85906071353
USTC,20240928,157847.57714838028
MOODENG,20241025,79885.16236945611
ADA,20231208,930584.921170172
XRP,20240314,552229.4572986845
RDNT,20240925,88521.6992209835
HPOS,20230919,48030.483703236256
BSV,20231214,245611.41020781774
TAO,20240424,60102.39660148545
ETH,20240917,2483417.4633057714
NEO,20231229,408041.27717203816
CRV,20240820,200198.94634198668
COMP,20240424,137749.53019952623
REQ,20240504,21595.38013950232
CYBER,20240826,79865.65264698259
MATIC,20240910,0.0
WIF,20240402,150044.21856561952
XRP,20230818,757109.971312728
PIXEL,20240815,137113.87389778608
MAV,20240117,120159.03393812625
ETH,20241021,2997343.7694637408
CYBER,20240822,96565.46567762349
FTT,20240502,24727.87087919518
XAI,20240127,379714.71338618034
TON,20241113,95741.77541111315
ATOM,20240112,528511.6893948598
LOOM,20240830,88850.25658449798
STX,20240301,153157.48067867255
LDO,20240726,151048.92226929803
UNIBOT,20240829,0.0
UNI,20241025,132183.74815154943
NTRN,20240820,112355.96355594388
TAO,20240901,95253.49819627464
ALT,20241005,173834.5015295576
RSR,20240927,144223.9625559739
BRETT,20240817,169071.20664252978
ETH,20240102,1649769.934858436
BLZ,20240804,66901.83255515229
TRB,20240714,74208.62358706747
BCH,20240502,236788.7632459121
GMX,20231220,405696.45607699524
GMT,20241110,118800.55781950474
POLYX,20231214,248996.2549358429
OMNI,20240901,107547.83318943238
OMNI,20240430,314599.9371447745
BNB,20231027,1139342.5401586182
JTO,20240906,139370.76766034367
DYDX,20240830,190444.2697652378
INJ,20240827,236849.338606998
AVAX,20230702,114161.25493626882
RNDR,20240215,109930.2263810318
APT,20230813,499287.8426385057
YGG,20240922,122793.70911989904
BCH,20240801,272629.95940806426
SOL,20240831,1997319.3917626063
GAS,20240119,128129.33733767828
INJ,20230520,97086.23257356398
STRK,20240223,186489.56828528416
FTM,20230822,463687.7673068821
ZRO,20240917,249931.93766123476
SOL,20240721,984153.0852061304
kSHIB,20231207,986962.03703742
UNI,20240823,136472.34997513052
LOOM,20240921,53662.114657436905
SHIA,20231021,11522.182609473659
ONDO,20241204,174208.6214112475
kPEPE,20240330,211289.07077762453
SHIA,20240908,0.0
REZ,20240904,240645.25105758177
ZK,20240927,91669.94684441948
DOGE,20230803,467045.46448839735
UNIBOT,20240903,0.0
SUSHI,20240818,131185.94380955663
ARB,20230914,668075.2346385526
DYDX,20240225,250332.84202154892
W,20240218,25085.88621156006
SUPER,20241205,88470.99774630755
AI,20240918,139345.35364114324
GMX,20240806,68785.55394390228
FRIEND,20240406,36879.99992866421
kBONK,20240914,182684.57685945023
NTRN,20240417,111819.91633772515
RLB,20241119,17233.52179984572
BADGER,20240311,140303.70955245287
UMA,20240722,194330.87668192748
BNT,20231008,98598.90062305173
PENDLE,20240422,76822.84365276329
ADA,20240321,390174.4101578981
SUPER,20240122,121616.60103293568
BTC,20240130,1060786.9847384845
kLUNC,20240928,190056.2142518566
RDNT,20241106,73531.04593244282
OP,20240124,312127.84539958823
APT,20241121,240905.90724867498
POLYX,20240120,165215.31451271917
RDNT,20231015,195452.32042416141
DOT,20231021,638783.6470818967
GRASS,20241209,105993.40435099126
UMA,20241001,148510.82022472823
ETH,20231108,2633120.6885090577
BNT,20240806,40855.08427078583
RSR,20241105,133369.37686844612
SAGA,20240426,173985.88756046185
GAS,20240208,165388.4338052111
LTC,20240421,91808.96011377781
ZRO,20240212,21377.0829723135
DOGE,20240713,416615.2265491801
UNIBOT,20240112,26343.530114254958
COMP,20241118,134480.75329420448
BIGTIME,20231215,235005.35573572814
ACE,20241123,67708.81273705144
BANANA,20240415,16298.22305914084
LOOM,20231006,129488.3377065525
BNB,20240719,306218.42381313
ALT,20241124,136896.75747233795
ZRO,20240214,18854.513480431433
LTC,20240901,319403.4946302494
AR,20240719,83327.98600196652
SHIA,20231218,11407.1904776409
SUPER,20241126,84509.58648750049
AVAX,20230928,651105.659565472
TAO,20241124,137369.10919601834
KAS,20231018,196948.46431448436
BSV,20240416,72726.15795881895
BANANA,20240922,59943.03744355749
STG,20240308,124531.34563816346
BNB,20240118,1021740.5942513258
FTM,20231028,651930.7224255987
INJ,20240420,124192.40218609084
CYBER,20241209,47825.60221827284
BIGTIME,20241113,118156.97484373912
STRK,20240325,253022.89627444925
DYM,20241117,94910.76381623927
CRV,20230830,528264.432722496
ADA,20231207,986293.7062134919
REQ,20240731,18740.294520139276
ETC,20240715,164186.33727936426
ATOM,20230426,41968.66493077554
UNIBOT,20240922,0.0
kPEPE,20231211,931168.2647960816
YGG,20240317,116528.31749375301
REQ,20231205,292326.30621822627
OP,20230614,273420.40787018795
kSHIB,20240805,216173.28287644155
CFX,20230906,803045.8337214793
IMX,20240422,171933.46379527336
ADA,20240113,805016.5775497629
ARK,20240115,160766.36056866642
AAVE,20231222,835292.9839166964
kDOGS,20240906,438005.18664470065
BOME,20240317,134764.78464561517
CFX,20231121,786260.8228997607
APE,20231210,975931.8973804608
CYBER,20241030,99349.64168283604
PIXEL,20240223,291268.3485865748
TRB,20231014,159953.63798825032
DOGE,20231231,959396.925837808
BNT,20240127,83688.7002195705
TON,20241003,106722.51019039669
FRIEND,20231010,48134.49741903103
OGN,20231003,143900.13319888577
SNX,20230526,322820.3156115606
DYDX,20230428,39678.92989837281
ZEN,20231203,268873.40811807505
BNB,20231024,1141198.4895049722
kBONK,20241104,242008.28174261152
LTC,20230803,458628.9507870931
RSR,20231219,163011.02479255275
STX,20241112,92275.26269251805
FTT,20240429,24944.910463151096
FET,20241009,286285.04178309574
AI,20240318,379210.17748787964
OGN,20231109,251752.13976255272
AAVE,20240221,132960.8510663204
IMX,20240109,243590.0214963005
TIA,20241007,129167.07401810588
APE,20230514,47423.149665889636
LINK,20230718,198977.24360199645
ORBS,20240831,109420.69483961236
FTT,20241005,21827.530291806375
ACE,20241023,135774.7814421226
UNI,20241006,146471.31444751594
BCH,20240427,180572.98471582224
COMP,20240125,229366.82195454434
AVAX,20230911,643544.5201824975
W,20241110,95488.269479166
ORDI,20240730,158338.74592846076
XRP,20240115,1258848.0816009305
OP,20240503,262329.5089689008
MEME,20240804,120792.03182335323
MANTA,20240717,151992.29447576514
XRP,20240723,437986.99430023495
MYRO,20241012,86791.88293482922
LDO,20230908,673592.7718451965
ZEN,20240224,109143.23588002607
ORDI,20231221,628080.3653329143
POLYX,20241106,52435.085964423175
UNIBOT,20231030,88664.14790115895
PENDLE,20240116,86793.71152349377
MINA,20241107,72868.08426240571
ATOM,20240419,109325.04870552578
FTT,20241103,24216.07632758077
kPEPE,20230517,65702.3848232839
CFX,20241104,207678.16049980232
SOL,20240408,1101893.8861668122
INJ,20240203,405249.1665726066
BADGER,20241020,85188.5803962202
MANTA,20241017,181095.25340524898
ILV,20241111,58414.64577194946
ALT,20240713,145185.88025261517
RNDR,20240109,299870.26539999334
TON,20231228,414849.9977351063
TAO,20240716,52009.34362911994
MANTA,20240404,263981.3492313739
UNIBOT,20241204,0.0
ADA,20240827,183300.9303020731
RNDR,20230619,36947.91261680442
APT,20231003,651526.2358695455
MAVIA,20241203,50475.68789365573
FRIEND,20231213,31347.885479228953
LDO,20230829,538990.9219342929
DOT,20230918,655726.6695848708
ORDI,20240214,139674.469359445
DYDX,20230505,39808.24218015985
ARB,20240204,247773.2320382049
FTT,20240430,24398.512151575418
ATOM,20240308,289444.86547036446
NTRN,20240924,96668.67463898103
RNDR,20240723,0.0
ORBS,20240408,112417.95596209714
ATOM,20240926,147856.16486656218
DOT,20241121,176283.47593785083
ORBS,20240809,80220.56772890958
ETHFI,20240929,106312.78065472427
STG,20240920,131335.8728037664
BANANA,20231115,43695.127642533545
PEOPLE,20241021,112874.97564159606
kSHIB,20240321,265493.1377680005
ACE,20240413,98393.66684484313
UNI,20240423,141199.27156749813
ZK,20241117,68896.47246032408
SHIA,20240910,0.0
ETC,20240803,159664.6803393897
APT,20230730,482838.51948310755
SUPER,20241113,76229.07774203936
TON,20231117,432374.9691308353
UNIBOT,20230808,50401.51609718946
FTM,20230729,363660.9099057264
kLUNC,20241101,127527.81915017082
ZEN,20231116,256393.3010838763
EIGEN,20241030,87295.47862091463
LISTA,20240828,292527.66678412893
ATOM,20240425,81111.23473488467
HBAR,20240909,134053.5094478696
ALT,20241122,123776.23503344964
SHIA,20230907,59336.003545297375
APE,20240228,80594.23693277955
AVAX,20231203,616640.4216141872
ONDO,20240217,98232.49127468155
PEOPLE,20241008,171373.20010247963
PENDLE,20231201,267454.46363377053
BSV,20240806,69191.51021067153
BNB,20230927,1136396.6566749176
BCH,20240406,180246.8894331651
TIA,20241013,125023.5852208515
AVAX,20230823,490935.49725822837
GMT,20240118,767411.9956626365
INJ,20240131,307056.7069962435
ARB,20230504,47051.34221952229
UMA,20240219,139111.51833761483
KAS,20240124,192168.69148408255
FTT,20240313,85239.29925028798
BLZ,20231129,263335.73588433495
TIA,20231028,97001.36179337231
BIGTIME,20231203,164826.16600148153
INJ,20231112,814204.674462558
kPEPE,20230712,181449.5393759166
BNB,20240114,1220700.5404985603
PIXEL,20241208,76493.59331484267
kPEPE,20240329,232372.77303847534
CANTO,20241022,0.0
UNI,20241015,149133.02596391455
MINA,20240413,186764.83799339656
TRX,20241031,149947.38631098496
CFX,20230820,463148.33816684905
SUI,20230510,43242.72217434647
OGN,20240910,63385.7460359007
RNDR,20240922,0.0
OGN,20240918,69495.02151058307
STG,20240115,202490.21275020952
BNB,20241128,604279.8128329756
RUNE,20240403,116670.8785904101
SUI,20240408,182495.21698303253
LOOM,20231216,257510.25758400402
LINK,20230614,268593.9330833371
STRAX,20240927,0.0
FRIEND,20240410,16890.05815354926
WIF,20240414,72596.85171536214
OP,20230606,323567.0707878
RNDR,20231111,398857.3289539107
UNIBOT,20240207,12896.612805731225
FRIEND,20241207,0.0
SNX,20240409,142433.74643160985
WLD,20240312,281666.920563712
TRX,20230829,544955.8019351666
INJ,20231123,886201.6652162828
XRP,20241014,445617.09618458175
PENDLE,20240723,71788.69278836186
APT,20241011,124902.00171362008
BLUR,20240815,201563.9030955385
TIA,20240923,147834.06392399812
STX,20231207,438723.7739135565
kFLOKI,20240905,127781.8164577744
DYM,20241011,134777.51636782626
FXS,20230813,264416.94859585265
RNDR,20240808,0.0
SNX,20230922,196439.85591988618
ONDO,20240419,99487.05033132315
GMX,20240311,182014.75953920704
ONDO,20240808,87585.33943249776
LDO,20230717,178302.04245377952
STG,20240808,121903.42033912317
STG,20240415,58138.5085586238
MATIC,20231218,717072.9690338074
STG,20241018,142448.32631368365
AVAX,20240114,398203.4727235798
CYBER,20240408,132524.78900529078
AAVE,20240206,558297.1340007767
MINA,20240725,153511.7960064706
PENDLE,20240315,86310.54274473622
BRETT,20240716,161965.14642321208
CYBER,20240213,92871.5968856725
FIL,20240130,554404.5471234567
GALA,20240116,839485.4728401431
GMX,20230930,322291.9087246564
FTM,20230718,136912.6547782323
HBAR,20240827,118279.7482430625
MATIC,20240324,519998.9532384744
POPCAT,20241014,140670.85544128015
WLD,20230807,493400.3368105687
KAS,20240811,106159.65856161708
ETHFI,20240413,216521.4987409881
kBONK,20240906,174769.2057598625
STRAX,20240426,0.0
ATOM,20230924,652944.0809119666
TRB,20231220,397284.79621000844
AVAX,20231228,901357.5418663671
IMX,20240920,181556.8030801887
CYBER,20240331,148431.70812406033
BSV,20241101,64420.11038316499
MANTA,20240327,362984.16521027737
FET,20240219,161785.88779314302
XAI,20240120,400452.74331433803
RENDER,20240916,148257.1103983272
SNX,20240927,215075.47664230329
NOT,20240716,107205.96631168693
GALA,20240217,182322.73197461077
INJ,20241107,163528.0349219666
STRAX,20240409,0.0
LTC,20230909,660741.7422204276
kLUNC,20241104,189273.08468476747
REQ,20231218,213337.924498428
BSV,20240327,120795.71963379881
PIXEL,20240502,241561.03680517979
ILV,20240324,162230.2885595893
XAI,20240906,251865.95759570773
MINA,20240417,128675.44854172073
SHIA,20241117,0.0
RLB,20240907,9819.474548023461
NFTI,20241111,0.0
ETC,20240314,258148.28291873075
BLZ,20240213,88201.2784439037
BIGTIME,20240227,101269.52593549392
BANANA,20240403,17561.094747421448
CANTO,20231009,75567.30162278359
FTM,20241007,195999.19409137053
WLD,20240329,217479.0041053994
TIA,20240802,100089.75121600713
RLB,20231011,113174.04983426338
AAVE,20241112,177555.3127645454
LOOM,20241210,99606.76270989017
ETH,20241008,3134594.0430031363
OGN,20241117,44487.67292060391
kSHIB,20231023,652803.5153180977
MINA,20231127,426716.06525076844
RUNE,20240505,88240.37229286082
RSR,20240526,133428.4936960303
FIL,20240511,225317.81989976286
FTM,20240531,205201.25737740003
ETC,20240525,318747.65475464787
BNT,20240517,91349.34546238196
ACE,20240530,122622.35385891773
ENA,20240521,112500.55118757513
JTO,20240528,184514.15586439116
kBONK,20240507,188101.1574215455
ATOM,20240505,134915.59178209884
SUSHI,20240507,222815.19915417145
RNDR,20240506,164638.96003253266
ARK,20240515,106001.65423953251
WIF,20240509,133005.48164880925
SEI,20240529,172300.96921014847
MKR,20240523,258208.70601727816
ACE,20240513,94855.19440306252
NTRN,20240522,129222.67818453896
LDO,20240523,275715.8773044946
HBAR,20240521,98975.88060686298
REZ,20240511,310823.6578618838
USTC,20240518,199353.4687595181
FRIEND,20240519,0.0
BOME,20240505,277081.0115557485
NTRN,20240514,155340.90170471257
ADA,20240513,232161.947752454
COMP,20240502,139042.29426244737
YGG,20240515,108065.95015055199
MAV,20240512,112209.94136340717
FTM,20240517,188987.5735413364
MNT,20240522,272102.7802830166
TIA,20240517,221852.79211628894
SUSHI,20240531,226598.41996565778
UNIBOT,20240505,14108.572450080164
MANTA,20240509,254659.16949761545
LOOM,20240512,91672.88936193808
CFX,20240507,119509.85154200079
MINA,20240521,147220.90272489627
BNT,20240509,99703.04247870273
POLYX,20240527,99503.0053180752
YGG,20240525,134677.8310365823
SUSHI,20240527,216557.01113470702
PENDLE,20240515,115722.29570362902
BCH,20240519,317158.07203466777
ETC,20240515,207744.21775972226
SAGA,20240526,186323.83957976167
MAVIA,20240516,86997.70691870805
INJ,20240513,285143.6199492182
RDNT,20240517,162655.9214331249
ORBS,20240511,123204.78970012192
MINA,20240508,144419.05126396372
OP,20240520,388526.7260139475
LINK,20240517,369247.46282553946
DYM,20240529,167102.85464620302
IMX,20240525,209205.25342713052
OX,20240504,17379.257947086255
BTC,20240511,845384.4963723826
FTM,20240520,212623.55002522908
ALT,20240510,146389.0942601875
ETC,20240506,214987.64604274646
POLYX,20240517,99380.72074110968
DOT,20240526,296775.982233991
POLYX,20240520,122407.82166107261
ADA,20240522,236623.8795647657
TRB,20240507,189960.06167715645
NEAR,20240529,61941.92590581529
KAS,20240528,156709.52868638383
RNDR,20240515,246278.76001256894
TAO,20240510,60662.997936086016
ENS,20240529,136850.34610938167
kBONK,20240531,183009.12467275668
kBONK,20240528,163442.40158873188
SHIA,20240529,10972.028992853911
XAI,20240528,179960.7313827827
SUI,20240524,240592.88695523117
JTO,20240509,187064.69418999294
LINK,20240518,386909.2144223796
RUNE,20240525,262372.076078706
CRV,20240514,416223.5142186918
JUP,20240511,161318.5613955857
CRV,20240522,316623.4009966644
SHIA,20240504,9533.287835111567
RLB,20240506,17285.344566071843
MERL,20240508,245682.06165486635
kFLOKI,20240510,125391.57263806812
RNDR,20240525,290926.80794570636
GMX,20240527,106277.20576561117
DYDX,20240516,195031.50172080743
OP,20240507,293472.9529481147
SNX,20240526,205136.93273356074
GALA,20240515,147658.8759248203
WIF,20240531,122897.42299948326
ETHFI,20240513,94006.43994991404
kBONK,20240517,220083.70503352486
POPCAT,20240515,98363.56834325126
RDNT,20240531,134688.03090840922
NTRN,20240521,138613.63850082748
kLUNC,20240531,249065.3633758471
TRB,20240518,200372.56735978214
LDO,20240524,248353.91803255596
FTM,20240527,201743.43850407924
XRP,20240525,435288.6754527167
BNT,20240518,103119.65371769464
RDNT,20240527,165161.92774748665
FXS,20240526,104641.2767191232
APE,20240523,121968.44155105062
FRIEND,20240510,0.0
XRP,20240505,387064.8012078429
XAI,20240517,212523.71550440858
SOL,20240524,968570.1106331754
DOGE,20240510,291999.9480991493
FXS,20240529,81093.53175990762
NEAR,20240526,84304.85778374878
KAS,20240507,121884.48479683099
ARB,20240508,442836.89097061654
XAI,20240509,215952.46278982854
JTO,20240527,194403.50024317167
RDNT,20240507,165807.87291518025
LOOM,20240516,95865.49711293912
ARK,20240505,96512.19075116685
AI,20240529,388934.8895580812
ILV,20240526,106246.92311796594
POPCAT,20240505,89860.82787393192
REQ,20240526,21829.54579406524
POLYX,20240518,109652.60537477075
SUI,20240523,225299.56980124704
USTC,20240527,179132.2717058118
ILV,20240529,81961.0959443301
LINK,20240507,357641.28886403993
ONDO,20240525,192058.77011007434
POLYX,20240509,107031.84541997625
OX,20240529,13407.678992178538
AAVE,20240530,211387.6053816841
OMNI,20240519,246661.52157647765
USTC,20240531,156463.11950465813
TRB,20240527,198347.33822639164
kSHIB,20240514,389884.8955828364
HBAR,20240522,110257.23810579946
MNT,20240508,272807.37709778344
INJ,20240508,256947.4147833391
kSHIB,20240513,313401.8913669212
STRK,20240519,166705.60630609075
OP,20240527,378780.1322660099
HBAR,20240513,190726.39758648662
JUP,20240524,170817.45305552267
ENA,20240522,120298.78158007364
BSV,20240517,112439.23372770844
WIF,20240507,119617.82234187606
DOT,20240529,268037.5213810759
RNDR,20240505,115335.290373883
STX,20240530,199942.36826251607
EIGEN,20240511,45869.90142964346
GMX,20240531,98015.75031615679
ADA,20240530,244774.52037067714
SUSHI,20240528,223137.83701666814
BADGER,20240509,86617.00166963549
TRB,20240531,139336.74006492185
CFX,20240509,120113.6648318746
BANANA,20240525,13891.355693787278
PIXEL,20240510,232846.82394874716
USTC,20240520,199793.7038633766
kSHIB,20240521,454754.7666208404
REZ,20240523,209648.23001811097
RLB,20240515,13607.335490560328
STG,20240505,148179.21723049914
DOT,20240504,272777.8332546579
MNT,20240514,278296.5195324792
BADGER,20240528,106643.55188410394
PIXEL,20240519,225321.87335625873
SEI,20240526,242808.95260279678
USTC,20240517,187446.1162678762
DOGE,20240519,297239.3453926568
BADGER,20240520,119761.73356726649
BOME,20240515,242536.5848331545
TNSR,20240525,153539.26957228995
MNT,20240530,238721.80818493722
WLD,20240517,208749.1632507713
ADA,20240506,201702.8884162201
INJ,20240505,257273.3717529332
GALA,20240508,172140.18198064217
FET,20240518,193046.4749832289
POLYX,20240512,104949.93707254257
CRV,20240505,376188.05767274
TIA,20240512,219510.93062720107
TNSR,20240522,102317.66504156664
NTRN,20240515,147311.75335805182
CAKE,20240526,172110.67584138163
MERL,20240515,249291.94163396696
ARK,20240513,98537.9916411859
UMA,20240509,150492.02612328652
LTC,20240511,247035.30994364867
AVAX,20240526,233475.8990399984
ETH,20240526,1068679.9038545405
RLB,20240521,14094.072495866867
OMNI,20240523,245987.88202818012
ARK,20240522,107120.06212383155
GAS,20240523,110361.62655495996
TRB,20240516,208482.05613604357
TRB,20240512,292446.53709456045
BOME,20240513,210964.3536071205
UMA,20240520,168371.96497363353
TNSR,20240530,120914.348648338
MYRO,20240529,92921.74728738691
MAV,20240520,115997.38742852965
STG,20240513,131555.05147972773
CRV,20240506,358451.201529688
ENA,20240515,117046.08486766768
TNSR,20240508,95174.69408669436
kLUNC,20240512,295361.26893904555
RLB,20240513,16236.478535907356
UMA,20240518,168677.7078918316
NOT,20240524,198045.3495298478
ADA,20240515,242039.5213846786
ZETA,20240518,161039.62594548502
W,20240504,117980.07556463715
JTO,20240512,212458.5570628394
INJ,20240515,299416.5606839546
LOOM,20240527,84407.91899902781
ORDI,20240529,223840.3396905438
SUPER,20240526,137166.58847006704
BCH,20240524,366092.06870460976
LOOM,20240518,102348.46250311712
TAO,20240524,82405.51139713578
SOL,20240519,871292.6347844126
ARK,20240530,96951.4642533651
OP,20240512,380751.02119688736
RNDR,20240508,194981.68924340248
GALA,20240514,162709.45760104814
BNB,20240504,490557.9263955307
STX,20240515,173292.77784239058
TRX,20240510,146658.04913206628
WLD,20240507,143306.52901925196
MINA,20240525,131836.11483889708
IMX,20240530,182444.14581964145
AR,20240526,157488.95164680493
CANTO,20240529,60345.04768585012
DYDX,20240527,241445.5581435852
ETC,20240530,175366.82029597744
WLD,20240518,180282.36935986948
FET,20240507,237645.20544150373
GMX,20240516,109279.47462139216
XRP,20240508,443273.33141680516
OMNI,20240524,257776.32884377873
kPEPE,20240507,264280.6943573793
HPOS,20240523,13118.422539102363
RLB,20240514,13876.207716611629
ONDO,20240513,118196.63718066129
MAVIA,20240531,88476.91570945305
STRK,20240511,175140.48778745727
MAV,20240531,101438.70249581912
OP,20240516,407593.3030616876
BLUR,20240524,265774.7146825739
UNIBOT,20240508,14249.686239930787
LINK,20240512,484507.0360934645
STG,20240530,118301.36503614433
UMA,20240517,180198.7389711356
UMA,20240527,158600.4724361425
BANANA,20240522,14188.492202481524
FTM,20240516,171439.20776407173
REZ,20240519,287380.2133452209
ETC,20240522,208848.81493490364
LOOM,20240509,96782.40190944972
ETH,20240529,1139533.2943800292
DOGE,20240524,269001.76741141354
GMT,20240529,286912.3505291448
RDNT,20240512,179220.79663233136
POPCAT,20240530,83448.55463099162
HBAR,20240525,130322.91743888079
SUPER,20240529,102173.43951733233
ENA,20240506,172414.56936739662
BADGER,20240512,82228.12549532774
UMA,20240528,151044.4853989386
kBONK,20240512,145070.15066600262
W,20240529,105865.99943846847
kPEPE,20240517,363876.2808969375
RLB,20240530,14500.233958245131
INJ,20240501,225395.25979705085
XRP,20240522,370672.86303673475
BOME,20240521,236793.33715117484
ARK,20240508,88708.61358680672
ACE,20240525,131629.32012219456
HPOS,20240511,12560.201009566372
AAVE,20240506,119494.37589712533
ATOM,20240513,164231.3272434221
BNT,20240516,93817.14175920573
TON,20240526,117003.70877558364
PYTH,20240531,170913.47800303105
FET,20240528,164052.55763394453
FIL,20240510,226622.7750113138
ORDI,20240504,234469.15120374932
IMX,20240513,205363.46814890712
STRK,20240524,188073.8472555489
BTC,20240502,874976.0072095334
ACE,20240505,118946.13972582138
STG,20240522,111760.95357414465
KAS,20240512,132933.59409140208
ZETA,20240531,126564.74038655731
ENA,20240525,99511.6501882946
UMA,20240531,137034.90806510634
NOT,20240523,172270.99860590644
kFLOKI,20240524,157153.45711709972
kPEPE,20240520,265961.4196150276
PYTH,20240518,157145.8418306781
MAVIA,20240509,77922.30870012118
STX,20240506,139226.094179244
YGG,20240521,110602.48316962822
BADGER,20240516,89436.56434941178
HBAR,20240515,139925.2386853877
APE,20240502,100397.17873610604
PYTH,20240527,148040.03599932732
SUI,20240510,246690.38443467644
FRIEND,20240523,0.0
FTT,20240511,25804.581132191535
ALT,20240523,164377.92863689436
AAVE,20240525,223882.00542747864
ONDO,20240522,130851.60068603548
JUP,20240519,204861.148244806
RUNE,20240513,126305.76906306391
BLUR,20240511,215318.93806962145
BSV,20240512,106032.67470568883
MERL,20240525,234968.2723472297
MAV,20240518,125418.89902036579
LINK,20240516,342955.4699228124
STG,20240514,136673.8910983767
FIL,20240519,264984.42043853045
INJ,20240506,260569.0611108249
BLZ,20240519,97755.08295276201
LDO,20240519,301249.56345036195
WIF,20240516,117804.80767716072
POPCAT,20240508,102054.41973902484
CYBER,20240510,108237.72491120888
PEOPLE,20240529,180542.45719787737
RNDR,20240522,277098.93508458004
SUSHI,20240516,225131.86567863775
kFLOKI,20240511,146576.7270458193
AVAX,20240504,208497.73857643403
RLB,20240508,13121.986559029898
ARB,20240525,532805.9300517611
STRK,20240523,161241.0202224277
PYTH,20240528,148140.4616511813
UNI,20240507,129569.04311794786
ONDO,20240521,121643.43701402731
NTRN,20240505,137954.8824846771
RUNE,20240521,101991.05251499335
ZETA,20240507,126076.77538093709
COMP,20240524,145920.00812300327
GAS,20240511,81355.28974774941
