coin,dt,avg_sell
INJ,20231214,686565.92814791
GMX,20240204,406395.41969881044
PENDLE,20241006,101906.41036582703
STG,20240612,134492.92125844496
MANTA,20240405,328192.3007882624
RDNT,20241004,108015.04140015897
ETC,20240329,285257.694080629
LOOM,20240926,95350.16120799423
BLZ,20241115,73974.69647857451
ZEN,20240213,34910.95159504443
ETC,20240609,201979.22781989642
COMP,20240731,152337.63894681545
FTM,20230630,100987.05654561779
UNIBOT,20231105,97700.73242424573
NEAR,20240429,63743.7953549636
TRX,20240607,178121.7842321289
UNI,20240217,260137.9486991885
CYBER,20241003,106359.41023552831
NFTI,20240905,0.0
EIGEN,20240607,79356.25043414604
MEME,20241021,125291.21260027724
TRX,20240212,547787.5339609717
RLB,20231026,103159.09729865365
AR,20240322,150607.784134831
NFTI,20241010,0.0
ZRO,20240305,17240.556641391067
PEOPLE,20240322,205082.49918041023
kLUNC,20240131,400018.39690150804
FIL,20240218,291907.6315701461
STX,20230810,195523.48142733326
GALA,20231211,971389.3840287648
MKR,20241115,173377.48094400013
CRV,20240601,294123.93253464706
BLUR,20240318,247569.52578866284
ACE,20240925,137933.38913286515
TRX,20231217,813130.3399565167
GMX,20230601,309336.10899849946
STG,20240724,144593.45316454445
TRX,20240114,732697.2960932832
AR,20241031,94969.72564001953
DYDX,20231204,692220.822567193
APT,20240313,339701.52698521805
COMP,20240606,162709.44786834682
COMP,20230922,687143.3457518246
NTRN,20240714,89883.22319424918
SUI,20240608,229499.1140784249
SUI,20240607,250457.99792146147
BTC,20240608,1043340.9249840453
kLUNC,20240613,239290.65496831055
GMX,20241019,72183.89905732815
RDNT,20241002,102285.32292304223
TIA,20240924,127838.82325483479
SHIA,20240410,10999.44470810022
FTT,20240104,288923.52532687515
TON,20240816,138437.75579360293
kBONK,20240604,189500.23685362007
RDNT,20241123,116347.91460904559
REQ,20240603,24690.202935906596
BRETT,20240918,86667.65956012506
PENDLE,20241009,112739.47526150508
REZ,20240917,226099.83396130396
SHIA,20241207,0.0
STRAX,20240603,0.0
BNT,20231208,295512.36804539827
ADA,20240127,382127.3492863386
TRX,20231128,872502.231290024
BCH,20231229,817291.0033109891
ORDI,20231122,815008.5574026214
CFX,20240909,142954.905154623
JUP,20240220,164232.715800173
MEW,20241029,89319.15441313
BCH,20241117,234400.41673860722
SUPER,20240826,83155.26553041622
MYRO,20240322,152662.72115405364
NFTI,20240216,14195.987375295603
DOT,20230919,659622.8572580541
TNSR,20240602,111675.25881123041
XRP,20240612,423293.32033093297
ORBS,20231217,245588.9677036967
TRB,20241023,94528.96690069982
OMNI,20240916,124412.99664987247
NEO,20240427,142228.48026363758
NFTI,20240325,13152.61045754473
MAV,20240903,78408.04900801876
ONDO,20240823,84209.75713587883
UMA,20240315,196386.61238742713
kLUNC,20240909,188919.78495192443
BTC,20231108,2862400.926301193
OP,20240420,206536.77828408912
ORDI,20240322,295777.76104499603
SEI,20240325,268038.88090751815
RDNT,20241102,104637.78290490252
CAKE,20240228,147304.40364257587
ORDI,20240307,194599.0349165935
NEO,20240817,102913.37096501281
HPOS,20230922,46501.367616200936
UNIBOT,20240602,13642.994470034282
ARK,20240612,95319.81330628639
MATIC,20240430,242304.3542583593
SNX,20241129,160363.35618606117
BANANA,20241009,79947.56824946844
CFX,20240420,104669.2715369662
ORBS,20240607,103298.44986329027
BANANA,20241026,107009.60106418771
CFX,20230630,99845.84910863708
TAO,20240428,52517.580831994004
SUI,20231117,786868.4269095887
MKR,20240227,239047.05985479412
LTC,20230918,642861.6216720291
AVAX,20241125,349109.3658691903
ORDI,20240718,100221.32901174613
SHIA,20231107,11436.758621961757
UMA,20240309,175978.3680613407
SUI,20241021,253635.28316754644
DOGE,20230813,474155.0888068056
POLYX,20240206,171755.35177058057
SAGA,20240430,153651.6334308513
JUP,20240102,35822.032170561426
APT,20240919,130050.79271208661
INJ,20230810,486040.34815827373
SEI,20240128,227346.65098565744
GALA,20240602,141751.36064060286
IO,20241203,113709.12512825252
CATI,20241202,94570.93683543366
kLUNC,20241023,234270.28546284695
WIF,20241027,213717.3931298231
AI,20240603,417162.2820134781
kLUNC,20231207,880897.4062102452
OX,20241103,0.0
GMX,20240604,92679.23471937334
PENDLE,20241206,144767.34337249323
AAVE,20231014,645144.9648333876
SUPER,20240331,166108.93056784745
ATOM,20241009,143777.70836570286
kPEPE,20240723,400897.91139238555
HPOS,20230916,46869.999268167216
INJ,20231019,626219.5329740156
kPEPE,20240207,620740.5526037257
ALT,20240819,112735.0763198859
BNT,20231230,165023.5657549931
kSHIB,20240621,200639.1084281084
NOT,20240628,171523.16817094325
POLYX,20240617,105534.06305213505
HBAR,20240627,134973.10681080923
ARK,20240626,79400.83703333198
ZK,20240620,169928.80731816895
LOOM,20240618,101901.34113859435
HBAR,20240623,125807.37537960261
ARB,20240623,195056.2878153926
RNDR,20240626,166714.46837887776
TNSR,20240626,114293.59988615516
IMX,20240626,209486.3480885762
ZEN,20240615,99958.90626638976
CFX,20240617,158183.16867766698
BADGER,20240617,84498.62412481935
LOOM,20240624,110728.63394677661
OX,20240620,13024.112198275667
MAV,20240618,100024.71191199319
BCH,20240628,354216.24533169816
USTC,20240616,152538.65223921122
ZETA,20240624,116874.03808587066
ENS,20240620,176061.79140735374
NTRN,20240627,117470.20950634741
UNI,20240624,135329.16031664025
COMP,20240628,172115.5220349696
ONDO,20240626,143902.70718697333
TRB,20240616,123854.12220111986
kFLOKI,20240628,169311.18924021875
SAGA,20240620,192996.22254329445
ENA,20240627,128978.5427755918
ARK,20240625,77007.02840305821
ARB,20240622,169302.96711208537
MERL,20240621,268373.5828264286
RLB,20240626,11560.184508217579
BANANA,20240625,13050.34312228298
PYTH,20240624,156595.48129631596
ETHFI,20240619,130770.7612809093
JTO,20240617,199564.58906477402
ILV,20240620,78223.80220048841
BNB,20240615,646985.9761218998
CANTO,20240615,69660.47528774945
XRP,20240626,381797.2018452625
ALT,20240628,176147.66442338008
INJ,20240621,236954.45259354057
IMX,20240625,197963.9026811769
ETHFI,20240622,136281.5223546135
OMNI,20240628,142129.27066054524
ENA,20240619,102033.87806730703
DYM,20240620,129650.19124580872
kSHIB,20240627,216840.7905409095
BANANA,20240626,12850.134526661132
ETHFI,20240621,127909.2980814499
BIGTIME,20240615,171938.74276958164
STX,20240621,155532.71688133889
KAS,20240616,122516.40912928476
AAVE,20240623,173833.20575388518
NEO,20240620,183349.9729020128
OGN,20240620,101127.41139210407
RNDR,20240625,166694.620040119
POPCAT,20240625,55118.94395571041
SUSHI,20240617,161113.28192078968
MANTA,20240616,266863.4993089963
W,20240615,151291.23429439712
MNT,20240622,531197.407588904
AAVE,20240627,125137.8231376498
UNI,20240618,201758.87125352962
ETHFI,20240623,117409.3671294043
TIA,20240617,157944.32870524225
GALA,20240626,137353.84824457715
kPEPE,20240618,379327.7219298547
HBAR,20240619,129860.0047976505
SEI,20240620,194355.29666702694
WLD,20240624,240061.7585360986
RLB,20240625,11591.052356598691
INJ,20240623,269237.23356524325
ADA,20240621,253572.86784484633
TNSR,20240625,109401.41393633098
kLUNC,20240616,213791.0241861304
ETHFI,20240627,134228.92425943163
USTC,20240617,113989.82040264156
STG,20240625,138890.3637932993
REQ,20240620,26378.39288405414
ADA,20240622,257264.62544441666
kBONK,20240616,259571.48345871578
HBAR,20240621,130882.44624067667
RDNT,20240617,149364.75873079
CRV,20240623,197125.06611134743
SHIA,20240620,9615.551622927931
AVAX,20240615,345398.9996229726
XAI,20240617,207558.8007115759
BSV,20240616,95000.80549778252
STRK,20240628,95647.92648949707
SUPER,20240615,107404.0454106809
DOT,20240620,312293.6441155621
HBAR,20240622,123200.5242973115
FET,20240618,191262.80901691545
WIF,20240617,126382.63830726211
kBONK,20240617,240737.16662048496
BLUR,20240628,191824.79453472604
NTRN,20240623,106326.83171207423
IO,20240625,264303.7135313457
RUNE,20240625,101502.20566291253
DYDX,20240624,255638.19466833276
GMX,20240616,118401.17674363691
ENA,20240622,92418.39851857495
BNT,20240616,100650.92588732536
SNX,20240620,188154.4462617225
INJ,20240627,250211.79987526385
NFTI,20240620,13521.271836420452
GMX,20240617,111174.6916325104
ORDI,20240615,199711.2597652488
CAKE,20240615,193754.97136798067
XRP,20240625,755979.3579165173
STX,20240623,163762.31178095596
kSHIB,20240619,224761.42786477887
TURBO,20240626,125619.44394764061
MNT,20240621,576458.714077966
MINA,20240621,124834.22362877605
MERL,20240622,274794.2800202012
ACE,20240621,112261.58507436229
PANDORA,20240615,54466.41265897828
ARB,20240627,197184.89022613355
KAS,20240617,115945.77877757052
AAVE,20240622,163983.93842727036
RSR,20240620,157015.11123008962
ACE,20240622,115321.83263249563
ADA,20240619,244686.86811791375
TON,20240615,148771.25591708336
UNIBOT,20240625,14299.327961709943
kPEPE,20240624,395904.1784129076
WIF,20240616,118820.76137354503
YGG,20240625,122538.09911334887
POPCAT,20240626,53626.75014915273
FET,20240624,176056.80114102413
JTO,20240616,207824.72038464207
ENA,20240621,104960.3926395032
PIXEL,20240628,171619.066664071
NTRN,20240621,97159.05231889122
CRV,20240627,187543.9809811027
ATOM,20240626,193486.92394643772
BNT,20240617,88358.61459462035
LINK,20240617,373073.9001842449
INJ,20230930,640405.0203334539
BRETT,20240727,162507.7643743534
PENDLE,20240423,76862.70173252407
XAI,20240616,224272.8788671137
GMT,20240816,191223.39826303395
NTRN,20240622,103996.9338330084
LINK,20230601,327146.0167583694
TIA,20240205,250084.0577388641
TAO,20240628,68705.81393717571
UNI,20230816,485565.10863917734
CYBER,20241126,53601.721272161274
DOGE,20230611,280264.1553260831
OX,20230925,44618.33543714564
kPEPE,20241014,921978.7444771592
OP,20240303,286942.29438591975
DYDX,20240618,281830.24165577296
ETH,20241201,3556692.187287898
UNI,20240116,632890.8567874298
STG,20240722,127154.72209505625
GALA,20240219,196799.8593978947
CAKE,20240307,208446.63467255293
HPOS,20240927,12255.105642285938
CRV,20240622,178988.80059796837
COMP,20231229,817682.7591739675
IO,20240825,233371.44171604974
RUNE,20231114,97952.44194008013
APT,20240424,146112.0595625248
GAS,20240222,77920.87290306317
MKR,20241205,194839.22224165406
FTM,20240617,246414.24857803973
REZ,20240607,266572.04139372584
PYTH,20241204,69396.8275243083
NEAR,20241208,253214.1753287561
TNSR,20240823,105682.91969807216
ACE,20240601,105345.58355037512
SAGA,20241103,59943.954168070064
SUSHI,20240820,118847.23225479775
SNX,20240406,161955.4137543986
STX,20241024,217803.93260119256
NEAR,20241124,189065.36988844076
MNT,20240614,239610.48434358073
AI,20240406,396079.6070956088
LTC,20240628,316756.6656979251
ADA,20241106,131171.11830167996
NEAR,20240410,75270.9130651231
PEOPLE,20240213,473228.3073669501
MNT,20240623,510271.3626675585
BLZ,20240227,70012.00200671637
BNB,20240213,536629.219220535
BIGTIME,20231122,261885.76615194013
MAV,20241018,102477.0834770771
FTT,20240628,26441.75300178632
ENS,20240424,149239.06281755454
STG,20231216,424526.5984521212
OX,20230919,56963.45413208139
FTM,20240725,146599.40924371808
LTC,20241121,222867.19118499098
UNIBOT,20241025,0.0
MATIC,20230605,307386.97394926054
ETH,20240726,1330544.327814157
RSR,20240605,146694.7394270003
MEME,20240607,128377.91403264512
FRIEND,20240104,27693.899306233267
CRV,20240404,413458.0943020422
GMX,20231208,495185.89394197
kSHIB,20240806,248752.91571852975
XRP,20240724,461920.1417579293
AVAX,20230502,43964.916759836146
ADA,20240124,421573.08723566914
ENS,20241005,123323.92258707588
NEAR,20240421,38652.85616364431
kSHIB,20241104,287683.21605723153
POPCAT,20240921,74165.98604205005
POPCAT,20240609,148243.8564825179
TURBO,20240830,160648.9472814502
MATIC,20240313,361533.8845110344
LOOM,20240829,98209.30333855005
COMP,20240918,161057.08854663235
STRAX,20240216,90007.8579788653
MEME,20241022,129781.84827454654
GMX,20240417,75163.61628315569
RDNT,20241023,123546.6167335275
APE,20230424,44577.699045653324
OGN,20240817,62101.553394854614
ADA,20241109,209620.46458858025
DOGE,20230612,267916.81028297596
NTRN,20240818,114021.9490028347
TRB,20231208,420890.7593627113
AI,20241122,68757.12744237557
RNDR,20230626,45956.07888089304
NEAR,20241129,136086.24770564493
NEAR,20240713,86321.12231744052
BTC,20231221,2750206.0880008377
EIGEN,20241115,59495.00678167551
EIGEN,20240608,74220.01951295995
AVAX,20231122,754942.4608495018
WLD,20240314,322222.2916503464
NTRN,20240619,113811.59840342791
TNSR,20241210,49119.32018339779
TIA,20231023,259324.28491827796
LDO,20240607,257645.3330376804
OP,20240617,346574.116525788
CANTO,20240305,8666.713214511909
POL,20241108,175112.55965093634
BNB,20230815,777843.4653158627
WLD,20240618,248471.36487466976
APE,20240118,780499.2521513904
CANTO,20231202,73077.73434634415
TRX,20241022,182086.31355173304
MINA,20240627,130587.78689010521
NEAR,20240424,59147.23185443884
AAVE,20240619,145626.44399719438
INJ,20230912,646459.2096309914
TRX,20241029,144019.95222772466
NTRN,20240906,122579.09997302678
BSV,20240204,125705.46877641193
MYRO,20240822,64662.12701870321
GALA,20240117,834521.522863016
STRAX,20240611,0.0
STX,20240627,184702.96841771
ALT,20240318,138262.62363488844
BSV,20241107,66949.83019027449
TAO,20240918,113639.9361893314
ETC,20241206,89680.15386949576
DYDX,20240302,235789.75208261266
BIGTIME,20241031,92869.16060631393
FTT,20241111,19875.863125761734
STX,20240402,143222.7327868592
MERL,20241024,103383.715397183
ARK,20240823,60115.20168696644
ATOM,20230505,38719.466659675665
MANTA,20240617,274831.6227774799
BSV,20240301,74515.6133813899
CAKE,20241125,93468.77550984529
MKR,20230911,663068.0523466902
ETHFI,20241024,141799.0745809215
BCH,20240324,460440.653116124
MNT,20240928,220451.37238856783
PENDLE,20240117,75217.88141474077
STG,20240602,132409.3613739982
GMT,20240615,278319.80325131456
NTRN,20240614,147313.94477682994
STX,20240311,191071.28293550352
KAS,20231222,248939.39442001242
PYTH,20240715,126965.34226556522
OX,20240412,11318.300188390582
TON,20240809,100073.10816414302
BCH,20231118,885549.2777689532
DYM,20240603,214195.9697654251
kBONK,20231225,360778.63167694845
FTM,20240203,834900.5999374824
CAKE,20241031,150866.6862287923
RSR,20240320,154524.80200050728
SNX,20240211,17997.210575995072
kSHIB,20240623,213803.92249214367
DYDX,20230713,64584.21442318154
IMX,20240312,197060.5390849062
SUPER,20240726,84307.94427698471
OP,20240613,387906.38412910624
FET,20240422,124084.38417777895
BNT,20241130,27420.213584586898
FTM,20240113,856422.0442593095
XRP,20240312,636655.5647953331
MINA,20240622,125627.22570670662
ORBS,20240102,166495.27323754344
CYBER,20240730,92615.80418988847
STG,20240121,200118.20793235328
TIA,20240321,492340.17453813134
RLB,20241025,11277.07284626665
ACE,20240619,115543.55218542602
TURBO,20240612,183828.90122753062
DYDX,20230802,190933.45300360757
APE,20230613,270604.98940338416
HBAR,20240818,98928.60843835134
GAS,20240426,99311.56329239173
MINA,20241020,164870.2651815538
FIL,20241008,245429.67319883514
BNT,20231206,293380.7830832595
kSHIB,20240818,182948.8920896351
CFX,20240728,183193.00154985924
OGN,20240605,146480.30859002238
MNT,20240416,244585.0575866553
LTC,20240606,334654.6545737362
DOT,20240430,234037.80167222148
kDOGS,20241102,379691.56198805163
MAVIA,20240720,76486.64120998197
NTRN,20231220,428866.6348662506
ALT,20240226,99401.39756436949
BLZ,20241110,75793.50369829751
LOOM,20240116,171413.27672738096
MAVIA,20240624,105162.37467528545
DYDX,20230525,290550.4029975897
PENDLE,20240625,123811.92461919726
GMX,20231029,326099.29595137015
GMT,20240718,171854.09624523777
MAV,20240314,90930.2526860294
USTC,20240604,146089.8538740708
LTC,20230707,105725.6369630264
ETH,20240822,2132548.9351102565
RNDR,20241202,0.0
IMX,20240612,182014.94851626814
MATIC,20240410,314803.68324446696
kPEPE,20230507,67104.78721930715
SOL,20230530,326844.89089069795
FIL,20231228,810901.1486663339
ATOM,20240625,198730.87531906093
ILV,20240801,74796.96113920984
DOGE,20240628,469465.84317931894
NTRN,20240402,254046.9761450614
ADA,20241013,212340.57968985796
YGG,20231110,403387.58063162555
UNIBOT,20241206,0.0
WLD,20230924,350729.3260028591
RDNT,20240616,166449.74564260783
CYBER,20240607,84117.24712751868
TURBO,20240704,183320.84534890726
MANTA,20240703,158281.9415714344
USTC,20240703,155823.7059128577
BLAST,20240708,93129.33342681619
WLD,20240706,170469.66870135505
POPCAT,20240704,94923.08152647996
TON,20240705,108739.26807516164
GMX,20240703,99124.6208215539
CANTO,20240710,16653.198369785812
LOOM,20240706,101569.47604848877
SUI,20240707,88072.35472794324
RNDR,20240704,140974.74827589907
CAKE,20240701,164116.25894160583
kPEPE,20240706,311176.89770949533
LDO,20240630,235507.57613719555
DYDX,20240706,225504.714700772
NFTI,20240711,0.0
NFTI,20240709,0.0
ARK,20240704,82615.02828211976
ENS,20240702,162210.81490863094
DYM,20240629,111513.3700870446
ENS,20240711,143096.0144910713
TRX,20240630,162193.42862000669
AR,20240710,82973.88341264623
ORBS,20240630,128548.56889733011
APT,20240711,175942.3103249122
DYM,20240702,130404.51096317203
NEO,20240629,192805.84651268402
MANTA,20240708,140470.69677526137
EIGEN,20240630,52526.61851908553
kBONK,20240703,215607.14820438594
RLB,20240704,11997.267956755684
OGN,20240709,88661.15784564156
BIGTIME,20240710,119537.28851146906
SUSHI,20240703,130121.76528776065
DYM,20240709,93765.02201348459
RSR,20240702,172133.0936027628
RDNT,20240708,120738.56575065966
BNT,20240703,78463.13852949995
ETH,20240705,1367083.0013235484
ZK,20240702,157000.35666786574
TRB,20240708,82644.60243243951
ZK,20240629,99808.75441867835
CAKE,20240705,161093.6355555954
kBONK,20240708,155300.37594418446
MAVIA,20240706,97131.30906152939
YGG,20240704,112542.62323093301
BADGER,20240703,110920.1880006349
CFX,20240703,154273.97694462506
LDO,20240707,214007.5103700564
POLYX,20240708,84741.25458570865
SHIA,20240629,0.0
CANTO,20240701,26188.15954295329
NEO,20240702,177800.96789352584
ILV,20240702,71539.8832994228
TRB,20240703,92575.27149392599
USTC,20240708,135009.305467081
MKR,20240707,211687.2307438281
PANDORA,20240710,0.0
TIA,20240703,164761.72353407007
APE,20240707,83005.5988534755
BSV,20240708,63570.3591225397
SUPER,20240701,109535.23569455437
BNB,20240710,512841.2520810376
AI,20240711,121626.26779199668
BTC,20240707,1003513.7798207329
EIGEN,20240707,60049.81478688207
OP,20240703,311237.7233346001
REZ,20240707,170197.67508294206
KAS,20240708,109211.85830251171
MYRO,20240701,94461.07824641319
OGN,20240629,101066.30332606622
STRAX,20240702,0.0
ILV,20240629,64426.4342700921
ORDI,20240701,153138.17911764115
REZ,20240630,218435.1379736706
MEME,20240630,168188.15893565686
SNX,20240702,172115.1557010077
GMT,20240705,176790.02022477108
XRP,20240704,371576.04057420697
DOT,20240711,230918.8892223625
FTM,20240703,211165.13890549092
AR,20240705,84203.5376528013
TON,20240701,128817.12249890697
MEME,20240707,133832.80734240747
FIL,20240707,234767.19420724918
PYTH,20240706,136151.32984670685
BSV,20240703,74840.80710645806
REQ,20240709,25208.662327774888
SHIA,20240709,0.0
KAS,20240703,122847.97522715462
NEAR,20240629,87047.66399152997
MYRO,20240705,70432.38179370499
OX,20240629,0.0
GMX,20240708,86776.7465964924
NEAR,20240702,117451.72332975267
RDNT,20240703,183749.67895189824
AI,20240709,115690.00590465967
ENS,20240629,178145.446373143
XAI,20240703,199745.1847813097
IMX,20240704,206104.64530211792
CFX,20240708,126876.62223349928
SEI,20240629,214740.2798636862
MATIC,20240711,248333.40563625708
DYM,20240711,90370.9869369412
PEOPLE,20240705,118266.90746400284
JUP,20240707,113293.09724800166
POLYX,20240703,90888.54575956552
PANDORA,20240701,0.0
ZRO,20240701,233557.60032043152
MATIC,20240702,311485.8818209804
SAGA,20240709,138441.13696733306
TON,20240710,105138.82139463109
LINK,20240708,239370.06220045875
LISTA,20240706,278918.0542732385
ETH,20240710,1401937.0050203763
kLUNC,20240708,166349.94988458624
APT,20240702,163951.83710237534
APT,20240709,146411.10118243232
OX,20240711,0.0
ZRO,20240705,165574.11058671793
ILV,20240709,77594.73013386453
SHIA,20240702,0.0
WIF,20240708,111337.06317098401
RSR,20240709,140907.73504769712
FXS,20240709,95465.11188361344
W,20240710,109317.35085026597
UNI,20240706,123670.21370983776
JTO,20240703,201538.9620816595
AVAX,20240710,230327.30998347144
SHIA,20240711,0.0
NEAR,20240709,92313.87264629401
LINK,20240703,359748.4722956325
STRAX,20240709,0.0
SNX,20240709,197110.1997331158
BADGER,20240708,93049.03965793127
GMT,20240710,198388.4095844193
NEO,20240709,111287.24594310316
CYBER,20240630,105224.86401108281
MATIC,20240629,322980.41917179973
ETC,20240704,215136.27810560982
REQ,20240702,27961.629725425428
MATIC,20240709,252501.17738481058
W,20240701,120274.50124288467
XAI,20240708,181889.17930055302
SUI,20240630,104582.1651945527
OGN,20240702,110659.2341529097
SEI,20240709,145179.6921549732
BNB,20240705,474246.3636525146
FTM,20240708,168216.5795869156
ZK,20240711,240179.6212634712
SNX,20240711,185385.92780354654
OX,20240709,0.0
PEOPLE,20240701,158392.94945051376
DOT,20240709,235731.4201453541
IO,20240704,180099.18301591577
NFTI,20240629,0.0
BANANA,20240704,12957.693858437444
SEI,20240702,203870.31897504863
FXS,20240629,107092.44051309142
MYRO,20240710,76991.82251920897
ZEN,20240705,61238.37983166756
ENS,20240709,127275.95083241565
UNI,20241204,246684.61679126543
ONDO,20240704,143236.43313711454
ZK,20241118,74378.89718660421
TIA,20240616,186253.9094307841
GAS,20240105,165171.92921506744
TIA,20240131,295773.12820597633
RSR,20240430,158708.0020034451
UNI,20241014,161708.56210620143
GALA,20240330,182985.95274690993
BADGER,20231123,263405.87058806047
ENA,20240623,96761.58664006933
SNX,20240611,186343.6131801245
BSV,20240617,86058.57956467854
BIGTIME,20240331,190608.87554461436
USTC,20240613,175191.28373073772
STG,20240609,121883.69616199328
OMNI,20241111,82693.29360887302
FIL,20240607,268010.31701173855
JUP,20240607,144544.24064135423
LTC,20241011,290728.54012886126
TRX,20240407,167410.61827515866
RUNE,20231110,253098.84144899578
WLD,20240308,421332.30616975983
TIA,20240310,400219.4183156895
DOT,20240605,274052.20378960477
ILV,20240119,106605.62537393524
COMP,20240428,159770.28095606322
BOME,20240913,181040.4355095583
AVAX,20240902,224876.41359885232
GALA,20240418,118905.4331120418
ENS,20240108,590035.6689360394
AVAX,20240718,216011.78734443174
TIA,20240203,290843.61476268264
BANANA,20241206,53740.60172064687
ARB,20240621,194014.8567746604
REQ,20231025,191855.43125634504
MATIC,20240620,353106.5337744739
SUSHI,20231225,833074.4827957576
BLZ,20240220,72107.17194981048
kSHIB,20231220,825325.3919796768
kSHIB,20230902,807014.2488470792
AI,20240620,121896.97613405048
WIF,20240930,152199.4486907333
KAS,20240604,126069.82500974668
BLUR,20241121,118637.16134576993
AVAX,20231020,610393.2770925948
kBONK,20241019,132271.76974652626
ZRO,20241108,185200.59708674828
TRX,20231117,880943.5099349908
STX,20240601,202912.52653388647
LINK,20240616,328828.08406695846
RLB,20231216,43979.39846054734
BCH,20240318,396881.162166443
BADGER,20241107,57536.73953178298
BOME,20240625,191927.1111027276
BNT,20231029,191452.45135031486
STRAX,20240629,0.0
TRB,20231123,384036.8494747086
ORBS,20231227,246230.4762768094
kDOGS,20241004,114438.81910243443
UMA,20241014,232347.53568178386
ATOM,20240704,193875.95622001705
kFLOKI,20241011,159729.41158945122
CANTO,20240911,0.0
GMT,20240821,183728.68978860215
CFX,20230914,643638.7980253017
MKR,20240630,244022.1984249687
XRP,20240602,408961.08496958745
FTT,20240731,18566.936074413374
ACE,20240623,119145.92067890485
AVAX,20230510,42401.89558382205
MAV,20240425,110737.99720254031
BIGTIME,20240126,170477.09852376927
DOGE,20230920,640048.0456706155
GALA,20240704,166117.1963038007
MEME,20241012,144845.0334444654
kLUNC,20231206,751754.7551271613
SAGA,20240702,226035.64865602631
NEAR,20240128,228830.45189385655
ALT,20240731,150267.78652305662
RSR,20231213,160252.0468317582
PIXEL,20240426,205236.48841633342
NEAR,20240216,178255.7674605583
ADA,20231028,648207.2191444206
OX,20240427,9121.04322726335
RSR,20240208,175036.979469396
XRP,20241127,779945.4091728721
REQ,20240629,27214.371059044704
JUP,20240630,130201.08023760824
ORDI,20240705,163165.53253341562
ETH,20240615,1313560.0623737315
COMP,20230804,473068.0222072357
MEME,20240114,348374.9347676545
LDO,20231221,684077.8327380515
SOL,20240610,1179855.560390324
PYTH,20231201,420602.71361349605
UNI,20240207,828545.8634128075
FRIEND,20231209,29424.488521846935
ENS,20240123,436830.12211867084
NEAR,20240905,113414.02511794382
SUI,20240224,287853.3213400364
CRV,20230811,462875.71360064135
SOL,20240630,1566315.889549508
FET,20240317,167222.47077896673
SEI,20240605,170343.86212147537
PANDORA,20240821,0.0
BANANA,20240913,92659.21861681066
RSR,20240629,171398.5805032962
TIA,20231123,740692.066592607
JUP,20240608,149642.6113674602
STX,20241007,213564.35356354192
LINK,20240204,332935.4482312751
CYBER,20241110,73868.14345081185
YGG,20240626,118573.47278852656
AVAX,20230515,40441.242551994204
DOT,20240629,297969.37596190773
ZRO,20240710,239515.2122183449
RSR,20240711,130055.40753529107
kBONK,20231120,197606.87530541318
BTC,20230609,274291.7937104596
INJ,20240622,264491.71831910656
CYBER,20240707,90904.30598856755
INJ,20230820,503256.0570807771
kBONK,20240202,429437.70700312586
MERL,20240627,274801.1083555775
BNB,20231202,1552103.375102936
WLD,20240217,152612.95933866856
MAV,20240624,103058.9528179818
DOGE,20240409,141722.81566674612
LINK,20241019,283010.4915070012
NFTI,20240605,13999.440526039538
kSHIB,20240120,682129.3318795004
BSV,20241002,67433.62339615
CFX,20240616,173297.6622780201
DYDX,20230924,318501.5890648973
PEOPLE,20241125,93107.1863654918
JTO,20240417,155874.92847479106
ETH,20230720,483964.69806721184
GMX,20231001,323842.0792753262
YGG,20231114,398446.29850830673
NEAR,20241005,201476.15113134647
RSR,20231223,180215.99447542377
AI,20241208,49184.29229948336
XRP,20240418,301612.9449894347
BIGTIME,20240307,106779.88152872918
kLUNC,20240204,422930.9106247779
SNX,20231025,192088.40793970457
UMA,20240217,160932.65254921108
USTC,20241112,70358.48405278884
FRIEND,20231205,31449.845460649838
AVAX,20240705,223474.66913022168
ETHFI,20240811,102781.39502327693
DOGE,20240918,405860.38985187554
COMP,20241105,163193.35634797733
PANDORA,20240816,0.0
SNX,20240424,146908.5063686904
POPCAT,20241026,121744.8150666369
PYTH,20240618,149668.16560714878
COMP,20231219,826443.5444675207
ZEN,20240726,86536.11925548672
SUSHI,20240202,350539.6009492269
NEO,20240713,132685.53266608572
DOT,20240713,232265.36558040348
FXS,20240713,105553.01809486376
DYM,20240713,90258.86017282774
SAGA,20240713,156143.47814460212
SNX,20240713,171925.97115118496
STRAX,20240713,0.0
ENS,20240713,113661.7228192717
NFTI,20240713,0.0
kSHIB,20240712,185926.4008113465
ARB,20240712,206424.8900820727
NTRN,20240712,86888.15213112404
CRV,20240712,170410.01174615117
AAVE,20240712,133108.98563192168
ACE,20240712,108539.23226788478
ADA,20240712,194711.85058511962
INJ,20240712,189336.66824881206
HBAR,20240712,87861.11723320841
ETHFI,20240712,76036.00150517705
MERL,20240712,218263.8027713852
ENA,20240712,112204.54880407952
MNT,20240712,220736.2777734177
STX,20240712,117460.61574266023
ILV,20240711,77543.38177264346
OGN,20240711,89648.12043031382
REQ,20240711,25259.032672484347
NEO,20240711,109581.99246910191
BOME,20240423,166127.5738227077
XAI,20241004,281568.7429606489
ADA,20240811,172227.02396301055
REZ,20241029,205716.39886376058
RDNT,20231207,304982.3816213247
MKR,20241008,216859.65924384058
ALT,20240409,144654.39994663768
GMX,20230830,219046.0514202807
XRP,20230801,786987.8583982437
TRB,20241112,60445.364468887354
